h,w,r,g,b
69,70,240,197,162
69,71,201,158,123
69,72,202,162,127
69,73,220,179,147
69,74,203,164,133
69,75,224,187,158
69,76,160,126,99
69,77,231,199,174
69,78,214,182,159
69,79,224,194,170
70,0,235,191,152
70,1,233,189,150
70,2,231,187,148
70,3,228,184,145
70,4,228,184,145
70,5,229,185,146
70,6,231,187,148
70,7,233,189,150
70,8,235,191,152
70,9,234,190,151
70,10,234,190,151
70,11,233,189,150
70,12,232,188,149
70,13,231,187,148
70,14,230,186,147
70,15,230,186,147
70,16,226,182,143
70,17,229,185,146
70,18,231,187,148
70,19,229,185,146
70,20,224,180,141
70,21,222,178,139
70,22,224,180,141
70,23,227,183,144
70,24,226,182,143
70,25,225,181,142
70,26,224,180,141
70,27,224,180,141
70,28,223,179,140
70,29,222,178,139
70,30,221,177,138
70,31,221,177,138
70,32,211,167,128
70,33,213,169,130
70,34,215,171,132
70,35,214,170,131
70,36,212,168,129
70,37,214,170,131
70,38,221,177,138
70,39,227,183,144
70,40,222,178,139
70,41,220,176,137
70,42,218,174,135
70,43,217,173,134
70,44,218,174,135
70,45,220,176,137
70,46,223,179,140
70,47,225,181,142
70,48,208,176,151
70,49,178,148,124
70,50,155,125,101
70,51,158,130,108
70,52,169,144,124
70,53,162,139,121
70,54,154,133,116
70,55,159,138,121
70,56,159,140,125
70,57,152,133,118
70,58,153,132,115
70,59,146,125,108
70,60,156,133,115
70,61,161,138,120
70,62,158,133,113
70,63,178,153,133
70,64,205,169,133
70,65,226,190,154
70,66,223,185,149
70,67,211,173,136
70,68,222,182,146
70,69,187,147,111
70,70,224,181,146
70,71,171,128,93
70,72,215,175,140
70,73,232,191,159
70,74,209,170,139
70,75,191,154,125
70,76,177,143,116
70,77,228,196,171
70,78,210,178,155
70,79,206,176,152
71,0,236,192,153
71,1,234,190,151
71,2,231,187,148
71,3,229,185,146
71,4,228,184,145
71,5,230,186,147
71,6,232,188,149
71,7,233,189,150
71,8,235,191,152
71,9,235,191,152
71,10,234,190,151
71,11,233,189,150
71,12,232,188,149
71,13,231,187,148
71,14,231,187,148
71,15,230,186,147
71,16,226,182,143
71,17,230,186,147
71,18,232,188,149
71,19,229,185,146
71,20,225,181,142
71,21,222,178,139
71,22,224,180,141
71,23,227,183,144
71,24,225,181,142
71,25,225,181,142
71,26,224,180,141
71,27,223,179,140
71,28,222,178,139
71,29,221,177,138
71,30,221,177,138
71,31,220,176,137
71,32,210,166,127
71,33,213,169,130
71,34,216,172,133
71,35,216,172,133
71,36,216,172,133
71,37,219,175,136
71,38,227,183,144
71,39,233,189,150
71,40,227,183,144
71,41,225,181,142
71,42,222,178,139
71,43,220,176,137
71,44,220,176,137
71,45,222,178,139
71,46,224,180,141
71,47,226,182,143
71,48,188,156,131
71,49,174,144,120
71,50,169,139,115
71,51,168,140,118
71,52,157,132,112
71,53,143,120,102
71,54,149,128,111
71,55,166,145,128
71,56,147,128,113
71,57,154,135,120
71,58,166,145,128
71,59,157,136,119
71,60,155,132,114
71,61,148,125,107
71,62,139,114,94
71,63,158,133,113
71,64,234,198,162
71,65,215,179,143
71,66,224,186,150
71,67,155,117,80
71,68,231,191,155
71,69,198,158,122
71,70,226,183,148
71,71,202,159,124
71,72,163,123,88
71,73,202,161,129
71,74,224,185,154
71,75,200,163,134
71,76,232,198,171
71,77,228,196,171
71,78,210,178,155
71,79,216,186,162
72,0,231,187,148
72,1,232,188,149
72,2,232,188,149
72,3,232,188,149
72,4,233,189,150
72,5,233,189,150
72,6,234,190,151
72,7,234,190,151
72,8,238,194,155
72,9,238,194,155
72,10,237,193,154
72,11,235,191,152
72,12,233,189,150
72,13,232,188,149
72,14,231,187,148
72,15,230,186,147
72,16,223,179,140
72,17,224,180,141
72,18,225,181,142
72,19,226,182,143
72,20,224,180,141
72,21,221,177,138
72,22,218,174,135
72,23,216,172,133
72,24,228,184,145
72,25,227,183,144
72,26,225,181,142
72,27,222,178,139
72,28,219,175,136
72,29,217,173,134
72,30,215,171,132
72,31,214,170,131
72,32,229,185,146
72,33,225,181,142
72,34,218,174,135
72,35,213,169,130
72,36,213,169,130
72,37,217,173,134
72,38,222,178,139
72,39,226,182,143
72,40,214,170,131
72,41,223,179,140
72,42,225,181,142
72,43,220,176,137
72,44,223,179,140
72,45,233,189,150
72,46,236,192,153
72,47,228,184,145
72,48,220,188,163
72,49,193,163,139
72,50,162,132,108
72,51,157,129,107
72,52,156,131,111
72,53,158,135,117
72,54,165,144,127
72,55,145,124,107
72,56,154,135,120
72,57,162,143,128
72,58,159,138,121
72,59,154,133,116
72,60,146,123,105
72,61,153,130,112
72,62,159,134,114
72,63,124,99,79
72,64,231,195,159
72,65,193,157,121
72,66,208,170,134
72,67,228,190,153
72,68,198,158,122
72,69,208,168,132
72,70,202,159,124
72,71,204,161,126
72,72,236,196,161
72,73,217,176,144
72,74,194,155,124
72,75,181,144,115
72,76,147,113,86
72,77,204,172,147
72,78,197,165,142
72,79,136,106,82
73,0,231,187,148
73,1,231,187,148
73,2,232,188,149
73,3,232,188,149
73,4,233,189,150
73,5,233,189,150
73,6,233,189,150
73,7,233,189,150
73,8,236,192,153
73,9,235,191,152
73,10,234,190,151
73,11,233,189,150
73,12,231,187,148
73,13,230,186,147
73,14,229,185,146
73,15,229,185,146
73,16,225,181,142
73,17,226,182,143
73,18,228,184,145
73,19,228,184,145
73,20,227,183,144
73,21,224,180,141
73,22,220,176,137
73,23,218,174,135
73,24,227,183,144
73,25,226,182,143
73,26,225,181,142
73,27,224,180,141
73,28,222,178,139
73,29,220,176,137
73,30,219,175,136
73,31,219,175,136
73,32,231,187,148
73,33,227,183,144
73,34,220,176,137
73,35,215,171,132
73,36,213,169,130
73,37,215,171,132
73,38,220,176,137
73,39,223,179,140
73,40,218,174,135
73,41,226,182,143
73,42,226,182,143
73,43,219,175,136
73,44,220,176,137
73,45,227,183,144
73,46,228,184,145
73,47,221,177,138
73,48,222,190,165
73,49,195,165,141
73,50,164,134,110
73,51,160,132,110
73,52,159,134,114
73,53,162,139,121
73,54,169,148,131
73,55,150,129,112
73,56,141,122,107
73,57,152,133,118
73,58,150,129,112
73,59,154,133,116
73,60,162,139,121
73,61,171,148,130
73,62,169,144,124
73,63,134,109,89
73,64,198,162,126
73,65,232,196,160
73,66,226,188,152
73,67,222,184,147
73,68,222,182,146
73,69,235,195,159
73,70,217,174,139
73,71,219,176,141
73,72,205,165,130
73,73,216,175,143
73,74,216,177,146
73,75,210,173,144
73,76,157,123,96
73,77,219,187,162
73,78,183,151,128
73,79,181,151,127
74,0,230,186,147
74,1,231,187,148
74,2,231,187,148
74,3,231,187,148
74,4,232,188,149
74,5,232,188,149
74,6,233,189,150
74,7,233,189,150
74,8,231,187,148
74,9,231,187,148
74,10,230,186,147
74,11,229,185,146
74,12,228,184,145
74,13,227,183,144
74,14,227,183,144
74,15,226,182,143
74,16,228,184,145
74,17,230,186,147
74,18,231,187,148
74,19,231,187,148
74,20,230,186,147
74,21,227,183,144
74,22,223,179,140
74,23,221,177,138
74,24,225,181,142
74,25,225,181,142
74,26,225,181,142
74,27,225,181,142
74,28,226,182,143
74,29,226,182,143
74,30,226,182,143
74,31,226,182,143
74,32,234,190,151
74,33,229,185,146
74,34,223,179,140
74,35,217,173,134
74,36,213,169,130
74,37,214,170,131
74,38,216,172,133
74,39,218,174,135
74,40,221,177,138
74,41,225,181,142
74,42,224,180,141
74,43,218,174,135
74,44,217,173,134
74,45,220,176,137
74,46,220,176,137
74,47,214,170,131
74,48,218,186,161
74,49,192,162,138
74,50,163,133,109
74,51,161,133,111
74,52,162,137,117
74,53,167,144,126
74,54,177,156,139
74,55,158,137,120
74,56,164,145,130
74,57,168,149,134
74,58,147,126,109
74,59,145,124,107
74,60,163,140,122
74,61,174,151,133
74,62,175,150,130
74,63,152,127,107
74,64,218,182,146
74,65,222,186,150
74,66,203,165,129
74,67,234,196,159
74,68,226,186,150
74,69,222,182,146
74,70,223,180,145
74,71,199,156,121
74,72,231,191,156
74,73,216,175,143
74,74,196,157,126
74,75,200,163,134
74,76,167,133,106
74,77,214,182,157
74,78,142,110,87
74,79,189,159,135
75,0,230,186,147
75,1,230,186,147
75,2,230,186,147
75,3,231,187,148
75,4,231,187,148
75,5,232,188,149
75,6,232,188,149
75,7,232,188,149
75,8,227,183,144
75,9,227,183,144
75,10,226,182,143
75,11,226,182,143
75,12,226,182,143
75,13,225,181,142
75,14,225,181,142
75,15,225,181,142
75,16,231,187,148
75,17,232,188,149
75,18,234,190,151
75,19,234,190,151
75,20,233,189,150
75,21,230,186,147
75,22,226,182,143
75,23,224,180,141
75,24,223,179,140
75,25,223,179,140
75,26,225,181,142
75,27,227,183,144
75,28,229,185,146
75,29,230,186,147
75,30,232,188,149
75,31,233,189,150
75,32,235,191,152
75,33,231,187,148
75,34,225,181,142
75,35,219,175,136
75,36,214,170,131
75,37,213,169,130
75,38,213,169,130
75,39,214,170,131
75,40,217,173,134
75,41,218,174,135
75,42,218,174,135
75,43,216,172,133
75,44,216,172,133
75,45,217,173,134
75,46,217,173,134
75,47,215,171,132
75,48,222,190,165
75,49,195,165,141
75,50,164,134,110
75,51,160,132,110
75,52,159,134,114
75,53,162,139,121
75,54,170,149,132
75,55,150,129,112
75,56,142,123,108
75,57,159,140,125
75,58,148,127,110
75,59,150,129,112
75,60,166,143,125
75,61,160,137,119
75,62,149,124,104
75,63,130,105,85
75,64,234,198,162
75,65,226,190,154
75,66,182,144,108
75,67,220,182,145
75,68,227,187,151
75,69,238,198,162
75,70,240,197,162
75,71,173,130,95
75,72,201,161,126
75,73,188,147,115
75,74,182,143,112
75,75,188,151,122
75,76,183,149,122
75,77,176,144,119
75,78,135,103,80
75,79,226,196,172
76,0,229,185,146
76,1,229,185,146
76,2,229,185,146
76,3,230,186,147
76,4,230,186,147
76,5,231,187,148
76,6,231,187,148
76,7,231,187,148
76,8,224,180,141
76,9,224,180,141
76,10,224,180,141
76,11,225,181,142
76,12,225,181,142
76,13,225,181,142
76,14,225,181,142
76,15,226,182,143
76,16,232,188,149
76,17,234,190,151
76,18,235,191,152
76,19,235,191,152
76,20,234,190,151
76,21,231,187,148
76,22,227,183,144
76,23,225,181,142
76,24,221,177,138
76,25,222,178,139
76,26,224,180,141
76,27,227,183,144
76,28,229,185,146
76,29,232,188,149
76,30,234,190,151
76,31,235,191,152
76,32,233,189,150
76,33,230,186,147
76,34,226,182,143
76,35,220,176,137
76,36,216,172,133
76,37,214,170,131
76,38,212,168,129
76,39,212,168,129
76,40,211,167,128
76,41,210,166,127
76,42,212,168,129
76,43,215,171,132
76,44,218,174,135
76,45,218,174,135
76,46,220,176,137
76,47,222,178,139
76,48,226,194,169
76,49,198,168,144
76,50,164,134,110
76,51,157,129,107
76,52,153,128,108
76,53,152,129,111
76,54,158,137,120
76,55,136,115,98
76,56,129,110,95
76,57,156,137,122
76,58,158,137,120
76,59,165,144,127
76,60,172,149,131
76,61,156,133,115
76,62,147,122,102
76,63,137,112,92
76,64,177,141,105
76,65,220,184,148
76,66,182,144,108
76,67,221,183,146
76,68,238,198,162
76,69,202,162,126
76,70,196,153,118
76,71,210,167,132
76,72,202,162,127
76,73,205,164,132
76,74,212,173,142
76,75,207,170,141
76,76,235,201,174
76,77,190,158,133
76,78,181,149,126
76,79,233,203,179
77,0,228,184,145
77,1,228,184,145
77,2,229,185,146
77,3,229,185,146
77,4,230,186,147
77,5,230,186,147
77,6,230,186,147
77,7,231,187,148
77,8,223,179,140
77,9,223,179,140
77,10,224,180,141
77,11,225,181,142
77,12,226,182,143
77,13,227,183,144
77,14,227,183,144
77,15,228,184,145
77,16,232,188,149
77,17,233,189,150
77,18,235,191,152
77,19,235,191,152
77,20,233,189,150
77,21,230,186,147
77,22,227,183,144
77,23,225,181,142
77,24,221,177,138
77,25,222,178,139
77,26,224,180,141
77,27,226,182,143
77,28,228,184,145
77,29,230,186,147
77,30,231,187,148
77,31,232,188,149
77,32,229,185,146
77,33,227,183,144
77,34,225,181,142
77,35,221,177,138
77,36,218,174,135
77,37,216,172,133
77,38,214,170,131
77,39,213,169,130
77,40,211,167,128
77,41,207,163,124
77,42,209,165,126
77,43,217,173,134
77,44,220,176,137
77,45,218,174,135
77,46,221,177,138
77,47,227,183,144
77,48,211,179,154
77,49,185,155,131
77,50,155,125,101
77,51,153,125,103
77,52,153,128,108
77,53,157,134,116
77,54,166,145,128
77,55,147,126,109
77,56,145,126,111
77,57,163,144,129
77,58,163,142,125
77,59,166,145,128
77,60,161,138,120
77,61,145,122,104
77,62,148,123,103
77,63,145,120,100
77,64,171,135,99
77,65,237,201,165
77,66,217,179,143
77,67,221,183,146
77,68,240,200,164
77,69,248,208,172
77,70,220,177,142
77,71,182,139,104
77,72,192,152,117
77,73,206,165,133
77,74,212,173,142
77,75,194,157,128
77,76,219,185,158
77,77,207,175,150
77,78,215,183,160
77,79,218,188,164
78,0,228,184,145
78,1,228,184,145
78,2,228,184,145
78,3,228,184,145
78,4,229,185,146
78,5,229,185,146
78,6,230,186,147
78,7,230,186,147
78,8,223,179,140
78,9,224,180,141
78,10,225,181,142
78,11,226,182,143
78,12,228,184,145
78,13,229,185,146
78,14,230,186,147
78,15,230,186,147
78,16,230,186,147
78,17,232,188,149
78,18,233,189,150
78,19,233,189,150
78,20,232,188,149
78,21,229,185,146
78,22,225,181,142
78,23,223,179,140
78,24,222,178,139
78,25,222,178,139
78,26,223,179,140
78,27,224,180,141
78,28,225,181,142
78,29,226,182,143
78,30,227,183,144
78,31,227,183,144
78,32,224,180,141
78,33,224,180,141
78,34,223,179,140
78,35,222,178,139
78,36,220,176,137
78,37,218,174,135
78,38,217,173,134
78,39,215,171,132
78,40,218,174,135
78,41,211,167,128
78,42,212,168,129
78,43,221,177,138
78,44,222,178,139
78,45,216,172,133
78,46,217,173,134
78,47,225,181,142
78,48,207,175,150
78,49,181,151,127
78,50,153,123,99
78,51,153,125,103
78,52,156,131,111
78,53,163,140,122
78,54,174,153,136
78,55,155,134,117
78,56,139,120,105
78,57,147,128,113
78,58,152,131,114
78,59,162,141,124
78,60,153,130,112
78,61,136,113,95
78,62,138,113,93
78,63,125,100,80
78,64,190,154,118
78,65,217,181,145
78,66,224,186,150
78,67,228,190,153
78,68,219,179,143
78,69,231,191,155
78,70,210,167,132
78,71,191,148,113
78,72,213,173,138
78,73,194,153,121
78,74,177,138,107
78,75,181,144,115
78,76,157,123,96
78,77,204,172,147
78,78,172,140,117
78,79,155,125,101
79,0,227,183,144
79,1,227,183,144
79,2,228,184,145
79,3,228,184,145
79,4,229,185,146
79,5,229,185,146
79,6,229,185,146
79,7,230,186,147
79,8,224,180,141
79,9,225,181,142
79,10,226,182,143
79,11,227,183,144
79,12,229,185,146
79,13,230,186,147
79,14,232,188,149
79,15,232,188,149
79,16,229,185,146
79,17,230,186,147
79,18,232,188,149
79,19,232,188,149
79,20,231,187,148
79,21,228,184,145
79,22,224,180,141
79,23,222,178,139
79,24,222,178,139
79,25,222,178,139
79,26,223,179,140
79,27,223,179,140
79,28,223,179,140
79,29,223,179,140
79,30,224,180,141
79,31,224,180,141
79,32,221,177,138
79,33,221,177,138
79,34,222,178,139
79,35,222,178,139
79,36,221,177,138
79,37,220,176,137
79,38,218,174,135
79,39,217,173,134
79,40,225,181,142
79,41,217,173,134
79,42,216,172,133
79,43,224,180,141
79,44,223,179,140
79,45,214,170,131
79,46,213,169,130
79,47,221,177,138
79,48,227,195,170
79,49,199,169,145
79,50,166,136,112
79,51,160,132,110
79,52,156,131,111
79,53,156,133,115
79,54,162,141,124
79,55,141,120,103
79,56,163,144,129
79,57,152,133,118
79,58,147,126,109
79,59,158,137,120
79,60,155,132,114
79,61,156,133,115
79,62,175,150,130
79,63,166,141,121
79,64,179,143,107
79,65,232,196,160
79,66,228,190,154
79,67,203,165,128
79,68,210,170,134
79,69,219,179,143
79,70,195,152,117
79,71,247,204,169
79,72,206,166,131
79,73,197,156,124
79,74,214,175,144
79,75,255,218,189
79,76,146,112,85
79,77,215,183,158
79,78,165,133,110
79,79,201,171,147
